connector_pk,transaction_pk,value_timestamp,value,reading_context,format,measurand,location,unit,phase
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:21:59.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:26:59.000000",20042,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:26:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:31:59.000000",20042,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:31:59.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:36:59.000000",20044,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:36:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:41:59.000000",20044,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:41:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:46:59.000000",20045,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:46:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:51:59.000000",20045,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:51:59.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:56:59.000000",20045,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 03:56:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 03:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:01:59.000000",20047,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:01:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:06:59.000000",20047,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:06:59.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:11:59.000000",20048,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:11:59.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:16:59.000000",20048,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:16:59.000000",239,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:21:59.000000",20048,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:21:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:26:59.000000",20049,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:26:59.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:31:59.000000",20049,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:31:59.000000",239,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:36:59.000000",20051,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:36:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:41:59.000000",20051,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:41:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:46:59.000000",20052,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:46:59.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:51:59.000000",20052,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:51:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:56:59.000000",20052,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 04:56:59.000000",237,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 04:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:01:59.000000",20054,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:01:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:06:59.000000",20054,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:06:59.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:11:59.000000",20055,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:11:59.000000",236,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:16:59.000000",20055,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:16:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:21:59.000000",20055,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:21:59.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:26:59.000000",20056,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:26:59.000000",238,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:31:59.000000",20056,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:31:59.000000",231,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:31:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:36:59.000000",20058,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:36:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:36:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:41:59.000000",20058,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:41:59.000000",234,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:41:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:46:59.000000",20059,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:46:59.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:46:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:51:59.000000",20059,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:51:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:51:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:56:59.000000",20059,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 05:56:59.000000",233,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 05:56:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:01:59.000000",20061,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:01:59.000000",235,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:01:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:06:59.000000",20061,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:06:59.000000",232,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:06:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:11:59.000000",20062,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:11:59.000000",229,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:11:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:16:59.000000",20062,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:16:59.000000",231,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:16:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:21:59.000000",20062,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:21:59.000000",231,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:21:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:26:59.000000",20063,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:26:59.000000",231,Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Voltage,,V,
1730,,"2022-03-16 06:26:59.000000","0",Sample.Periodic,,Current.Import,,A,
1730,,"2022-03-16 06:31:59.000000",20063,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:31:59.000000",229,Sample.Periodic,,Voltage,,V,L1
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Current.Import,,A,L1
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Voltage,,V,L2
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Current.Import,,A,L2
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Voltage,,V,L3
1730,,"2022-03-16 06:31:59.000000","0",Sample.Periodic,,Current.Import,,A,L3
1730,,"2022-03-16 06:36:59.000000",20065,Sample.Periodic,,Energy.Active.Import.Register,,Wh,
1730,,"2022-03-16 06:36:59.000000","0",Sample.Periodic,,Power.Active.Import,,W,
1730,,"2022-03-16 06:36:59.000000",233,Sample.Periodic,,Voltage,,V,L1
1730,,"2022-03-16 06:36:59.000000","0",Sample.Periodic,,Current.Import,,A,L1
